Id,Sales
124,-7955.5005
125,-4607.898
126,-8471.953
127,-10941.353
128,-8622.601
129,-3343.541
130,-7811.845
131,-8423.004
132,-11722.037
133,-7430.97
134,-5443.1133
135,-2174.652
136,-7991.8345
137,-8599.95
138,-8816.71
139,-10315.489
140,-9364.623
141,-11656.277
142,-7064.4785
143,-8636.382
144,-10729.606
145,-7543.7275
146,-7972.1157
147,-9141.339
148,-8373.88
149,-9909.627
150,-7325.4565
151,-9716.651
152,-10919.994
153,-1525.6798
154,-10747.044
155,-12304.796
156,-9677.678
157,-5122.6943
158,-9054.44
159,-7270.251
160,-5849.6084
161,-12529.898
162,-5779.7695
163,-8136.141
164,-7986.1035
165,-9526.208
166,-8146.245
167,-12171.0625
168,-6598.241
169,-8914.217
170,-10061.544
171,-6346.4243
172,-9731.861
173,-10605.885
174,-9145.733
175,-10683.053
176,-7984.7334
177,-8004.035
178,-8561.791
179,-9284.404
180,-5730.864
181,-6950.677
182,-11461.539
183,-6632.2173
184,-4902.0337
185,-8561.852
186,-4558.1294
187,-6950.141
188,-7052.348
189,-8846.7295
190,-9725.635
191,-8551.059
192,-5851.5405
193,-3542.014
194,-9437.042
195,-11416.316
196,-4339.4053
197,-9954.352
198,-6052.802
199,-6191.3857
200,-9625.376
201,-8860.525
202,-11108.641
203,-2418.343
204,-4386.649
205,-12006.705
206,-4815.4365
207,-7894.6143
208,-7987.641
209,-5720.661
210,-6770.4614
211,-8640.078
212,-8856.924
213,-8760.829
214,-10161.785
215,-7813.6255
216,-5660.303
217,-8016.708
218,-8035.9463
219,1742.0524
220,-9396.06
221,-7247.067
222,-9969.575
223,-8076.9097
224,-11704.511
225,-6042.9243
226,-6945.842
227,-11673.747
228,-11746.798
229,-3908.8652
230,-5211.6313
231,-8970.159
232,-9404.59
233,-2187.1133
234,-11756.491
235,-7141.995
236,4368.8477
237,-7000.6455
238,-6501.436
239,280.68036
240,-9940.618
241,-5302.563
242,-7978.4614
243,-11473.566
244,-10352.003
245,-7262.5723
246,-10970.834
247,-11120.197
248,-10478.612
249,-6082.745
250,-13064.501
251,-8477.861
252,-4710.4775
253,-6692.501
254,-7040.998
255,-10778.24
256,-9797.403
257,-8019.8135
258,-8207.302
259,-7628.101
260,-7317.446
261,-8556.44
262,-6364.249
263,-7573.314
264,-7612.435
265,-6742.7256
266,-10453.174
267,-4074.2036
268,-11730.383
269,-8037.825
270,-7652.395
271,-5423.149
272,-7470.5386
273,-3169.4536
274,-7073.9795
275,-3936.2593
276,-3962.1597
277,-5016.6504
278,-9287.87
279,-7439.535
280,-8671.398
281,-10466.43
282,-4508.8906
283,-11929.267
284,-9510.075
285,-8244.268
286,-3805.67
287,-9756.785
288,-7251.485
289,-5839.549
290,-7362.2275
291,-6100.1353
292,-9047.155
293,-8042.992
294,-13795.222
295,-6573.664
296,-9578.707
297,-1614.5801
298,-9008.357
299,-6497.613
300,-5820.367
301,-8926.63
302,-7040.556
303,-7613.346
304,-6119.976
305,-6207.311
306,-8108.3584
307,-11745.058
308,-7283.6543
309,-11844.984
310,-9932.993
311,-3240.2888
312,-5357.2075
313,-9344.612
314,-6609.9863
315,-5392.5083
316,-5708.5903
317,-8064.6167
318,-6030.3564
319,-9629.898
320,-9797.608
321,-8796.652
322,-12595.513
323,-1790.4636
324,-8329.408
325,-7439.0796
326,-5958.3296
327,-9285.182
328,-2018.2703
329,-12752.888
330,-8688.143
331,-5166.388
332,-8727.503
333,-10127.62
334,-4033.9463
335,-8643.433
336,-1252.8914
337,-9513.361
338,-4523.1865
339,-7770.398
340,-9272.619
341,-6241.1567
342,-10158.957
343,-5895.717
344,-13187.779
345,-10518.596
346,-5785.444
347,-8825.876
348,-9170.833
349,-4723.3774
350,-2670.262
351,-10249.821
352,-4476.6777
353,-5378.8403
354,-8151.3145
355,-9439.38
356,-9736.96
357,-7845.101
358,-12023.331
359,-9391.69
360,-7000.076
361,-12520.43
362,-6448.3545
363,-9677.992
364,-7472.908
365,-7553.5806
366,-2547.153
367,-10658.651
368,-8720.139
369,-5817.021
370,-7806.1323
371,-8244.752
372,-8197.001
373,-8611.692
374,-9711.072
375,-4887.9463
376,-10828.847
377,-6838.156
378,-8114.9185
379,-10000.488
380,-6002.341
381,-4008.7654
382,-5738.3525
383,-9355.347
384,-6319.2964
385,-4749.6675
386,-11437.276
387,-8297.192
388,-3760.529
389,-13966.34
390,-4301.785
391,-8244.062
392,-7589.6567
393,-10922.468
394,-11608.451
395,-5933.6567
396,-5525.2935
397,-5182.5815
398,-9831.581
399,-12634.09
400,-4186.3813
401,-3502.7297
402,-5347.2793
403,-8777.3125
404,-10961.363
405,-9552.567
406,-10179.307
407,-4078.2256
408,-9403.255
409,-4685.094
410,-9582.023
411,-3673.9065
412,-9671.236
413,-6686.914
414,-8397.321
415,-9560.237
416,-6463.6133
417,-10045.276
418,-6839.3867
419,-11004.35
420,-6499.8267
421,-7397.502
422,-6474.692
423,-10940.288
424,-6468.9224
425,-5201.237
426,-8378.384
427,-9282.017
428,-8279.151
429,-11147.261
430,-10834.115
431,-3705.9238
432,-9935.792
433,-7112.506
434,-11771.656
435,-9157.194
436,-5221.719
437,-10757.371
438,-10236.48
439,-3096.477
440,-4316.0557
441,-8166.1396
442,-9297.222
443,-5548.5
444,-7924.0044
445,-2700.5854
446,-9476.196
447,-6288.8115
448,-5293.19
449,-10046.675
450,-6213.125
451,-5417.516
452,-8488.442
453,-9924.015
454,-7585.3003
455,502.4762
456,-8594.312
457,5784.9414
458,-6908.1694
459,-6111.365
460,-12495.729
461,-9328.994
462,-10642.113
463,-11360.979
464,-10177.96
465,-10479.911
466,-4802.558
467,-10613.311
468,-6384.1724
469,-9514.62
470,-85.5423
471,-9513.751
472,-9987.699
473,-5280.723
474,-7226.6416
475,-11159.933
476,-2750.8152
477,-11926.565
478,-7180.5566
479,-10379.844
480,-7723.6934
481,-7856.108
482,-9427.106
483,-9285.338
484,-11910.218
485,-5304.8867
486,-6027.1094
487,-7502.999
488,-4180.736
489,-6849.976
490,-4989.1045
491,-10374.138
492,-5860.026
493,-10182.607
494,-9546.528
495,-10908.037
496,-10172.312
497,-10206.055
498,-5579.396
499,-12941.395
500,-9777.349
501,-9549.429
502,-6569.4136
503,-5720.437
504,-8324.24
505,-7625.9927
506,-9361.309
507,-6399.7573
508,-6879.2363
509,-8879.498
510,-10416.313
511,-9843.728
512,-6284.622
513,-9939.748
514,-6634.274
515,-6375.0713
516,-6220.2305
517,-2033.2184
518,-10124.495
519,-9042.082
520,-5377.7437
521,-5525.89
522,-9634.089
523,-9643.911
524,-10272.459
525,-5233.6216
526,-4947.99
527,-8726.2
528,-10652.81
529,-10647.358
530,-10647.431
531,-4644.5874
532,-7263.463
533,-5357.163
534,-9395.424
535,-5787.6904
536,-3371.9368
537,-3209.6396
538,-1526.0709
539,-9258.119
540,-13069.643
541,-9456.244
542,-11237.17
543,-8327.577
544,-7036.4795
545,-4598.156
546,-6627.369
547,-7754.8022
548,-8900.304
549,-9027.7
550,-10806.321
551,-7752.674
552,-9831.43
553,-9831.825
554,-7232.6455
555,-4296.233
556,-11367.957
557,-6899.4976
558,-8362.978
559,-3272.7024
560,-7327.5967
561,-9511.748
562,-11223.699
563,-3826.1272
564,-10621.854
565,-10746.104
566,-7233.3306
567,-5104.141
568,-8061.5386
569,-6780.0493
570,-5837.672
571,-3907.7942
572,-11321.772
573,-7004.812
574,-322.1272
575,-4474.7534
576,-5537.0527
577,-13036.429
578,-9411.786
579,-8850.88
580,-7407.09
581,-5815.281
582,-7181.9487
583,-13514.681
584,-7944.9844
585,-4551.878
586,-12050.989
587,-8382.664
588,-2173.4429
589,-11549.245
590,-5991.0684
591,-5935.8335
592,-7018.7295
593,-2348.4724
594,-12736.425
595,-9102.511
596,-8628.596
597,-917.93463
598,-10213.844
599,-10697.175
600,-10037.033
601,-5967.323
602,-9905.022
603,-11226.709
604,-7434.695
605,3862.0186
606,-6430.3755
607,-9332.392
608,-10336.152
609,-6270.5303
610,-10508.139
611,-1265.571
612,-4409.543
613,-4610.5474
614,-10324.304
615,-4346.8296
616,-5152.7285
617,-8949.115
618,-9419.805
619,-10064.006
620,-8724.224
621,-10470.737
622,-10332.866
623,-7419.8564
624,-9117.5625
625,-8909.694
626,-3233.95
627,-10776.393
628,-9799.606
629,-4091.3206
630,-10763.693
631,-6128.545
632,-10647.675
633,-9340.351
634,-10256.712
635,-9488.147
636,-7296.2734
637,-6036.6577
638,-11813.839
639,-9031.422
640,-2757.9138
641,-6822.0913
642,-6059.384
643,-7621.841
644,-9582.031
645,-10645.905
646,-13803.279
647,-9788.347
648,-8648.467
649,-7936.105
650,-10150.32
651,-10536.328
652,-8315.588
653,-3796.463
654,-10033.589
655,-7088.8433
656,20.67547
657,-10496.48
658,-5494.5796
659,2226.7383
660,-7689.656
661,-4504.173
662,-9161.138
663,-9789.8955
664,-8388.021
665,-8516.229
666,-4350.519
667,-9641.826
668,-9727.497
669,-9174.682
670,-9022.589
671,-8565.6045
672,-9958.229
673,-7121.347
674,-5725.869
675,-9716.7705
676,-1343.2386
677,-5336.1875
678,-13589.604
679,-8168.62
680,-9277.222
681,-6177.6646
682,-9990.831
683,-9705.107
684,-8571.262
685,-10256.658
686,-7318.739
687,-10956.255
688,-7779.1855
689,-8840.378
690,-9491.374
691,-8217.111
692,-6275.702
693,-10620.026
694,-10457.728
695,-8306.425
696,-9749.675
697,-9507.824
698,-7246.821
699,-2760.5977
700,-12064.498
701,-4139.5874
702,-9382.454
703,1066.2394
704,-8641.652
705,-6167.812
706,-9578.424
707,-8470.415
708,-7808.4688
709,-9090.488
710,-8605.211
711,1047.6758
712,-6438.3477
713,-7574.5117
714,-8549.932
715,-7551.003
716,-10641.728
717,-10031.046
718,-7052.5254
719,-6548.5073
720,-8622.227
721,-8185.6724
722,-10884.536
723,6562.6865
724,-5468.948
725,-7536.0186
726,-5581.645
727,-4088.11
728,-9515.247
729,-7605.651
730,-7224.106
731,-6851.5034
732,-8354.411
733,-925.075
734,-7721.257
735,-9124.834
736,-7114.7417
737,-8542.436
738,-8942.873
739,-11019.613
740,-3220.2202
741,-9132.89
742,-13544.023
743,-8473.368
744,-7033.4385
745,-2866.7646
746,-10214.487
747,-8531.435
748,-6330.057
749,-3556.2488
750,7720.035
751,-3275.6292
752,-9022.646
753,-9728.891
754,-12419.935
755,-6836.4473
756,-9464.374
757,-6970.804
758,-2055.6873
759,-9963.938
760,-9287.037
761,-8473.579
762,3349.6443
763,-7862.8003
764,-11614.268
765,-8667.915
766,-7258.712
767,-9859.932
768,-12035.515
769,-12575.198
770,-11921.632
771,-8337.931
772,-9090.076
773,-5372.326
774,-8477.543
775,-14029.1875
776,-13617.863
777,-14285.548
778,-11199.682
779,-13398.048
780,-14153.71
781,-13034.886
782,-14808.516
783,-13147.332
784,-12201.486
785,-13090.47
786,-13518.946
787,-14704.251
788,-12563.749
789,-14265.782
790,-13082.835
791,-11117.659
792,-12970.799
793,-11025.224
794,-13159.281
795,-13151.179
796,-14267.216
797,-13248.85
798,-15012.01
799,-12384.807
800,-15305.125
801,-13684.1875
802,-11800.174
803,-12415.912
804,-11265.273
805,-14521.737
806,-13306.666
807,-12844.215
808,-14304.768
809,-14880.26
810,-14297.281
811,-13044.185
812,-14603.926
813,-14969.96
814,-15088.539
815,-12735.242
816,-13745.126
817,-11946.918
818,-12805.015
819,-11433.049
820,-12039.888
821,-11928.162
822,-14682.349
823,-12958.63
824,-13201.894
825,-11936.769
826,-13089.598
827,-13871.009
828,-14203.147
829,-13896.535
830,-1183.334
831,-12967.4795
832,-15288.837
833,-12338.028
834,-12988.091
835,-14639.63
836,-11403.899
837,-12148.187
838,-13099.177
839,-12908.995
840,-12928.974
841,-15143.048
842,-13119.98
843,-14001.369
844,-13031.506
845,-14936.555
846,-14634.098
847,-12974.657
848,-15177.152
849,-9144.168
850,-13125.257
851,-14131.067
852,-14568.939
853,-12955.622
854,-12732.328
855,-12976.971
856,-10949.571
857,-12199.337
858,-11853.535
859,-14686.261
860,-13180.671
861,-14741.447
862,-13567.185
863,-12307.474
864,-14130.103
865,-12083.79
866,-14853.195
867,-14312.75
868,-13088.392
869,-12085.173
870,-14299.131
871,-13642.059
872,-13541.548
873,-13001.327
874,-12486.6
875,-2083.753
876,-12910.169
877,-12840.713
878,-14216.571
879,-14018.509
880,-14748.75
881,-13035.159
882,-12782.895
883,-13893.764
884,-14631.548
885,-14204.342
886,-14464.832
887,-14315.064
888,-14291.174
889,-13081.451
890,-14992.756
891,-14592.353
892,-13671.357
893,-13549.817
894,-14879.484
895,-11956.019
896,-13685.225
897,-13696.92
898,-13003.879
899,-13068.186
900,-12044.751
901,-14369.628
902,-13564.854
903,-14218.847
904,-15000.974
905,-14395.594
906,-11136.586
907,-14346.941
908,-14251.186
909,-13673.934
910,-11901.511
911,-12193.203
912,-12811.669
913,-2317.721
914,-13234.685
915,-13325.691
916,-14455.812
917,-12675.849
918,-12952.028
919,-12075.039
920,-13265.261
921,-11805.561
922,-12409.005
923,-11155.815
924,-14641.46
925,-14367.999
926,-13147.986
927,-11996.279
928,-11958.427
929,-11876.329
930,-12681.476
931,-14742.997
932,-15121.969
933,-12638.447
934,-13034.705
935,-12735.282
936,-15215.515
937,-14541.919
938,-12856.405
939,-12010.281
940,-13093.522
941,-11986.928
942,-5766.2285
943,-12471.88
944,-13626.472
945,-12158.994
946,-12335.992
947,-13778.81
948,-13787.347
949,-13048.867
950,-14510.992
951,-13195.805
952,-13165.617
953,-14644.86
954,-11812.588
955,-12625.067
956,-12516.532
957,-12819.905
958,-10951.276
959,-13535.589
960,-13077.429
961,-12327.496
962,-12325.774
963,-10937.92
964,-11853.171
965,-11924.114
966,-12895.06
967,-11029.259
968,-11814.475
969,-10847.42
970,-12332.926
971,1490.1252
972,-11989.363
973,-14000.35
974,-12540.855
975,-14775.414
976,-14888.811
977,-15167.588
978,-8831.6875
979,-12579.776
980,-12818.127
981,-13144.765
982,-15229.456
983,-11835.997
984,-12335.894
985,-13051.794
986,-13801.64
987,-11799.367
988,-12615.493
989,-11784.632
990,-12604.965
991,-14301.053
992,-12664.488
993,-12911.224
994,-12236.239
995,-12086.938
996,-11976.427
997,-13038.694
998,-13729.105
999,-12860.209
1000,-15248.83
1001,-11333.998
1002,-11790.204
1003,-12424.3125
1004,-11936.45
1005,-12947.988
1006,-12495.583
1007,-12641.0
1008,-11952.712
1009,-13240.995
1010,-14773.044
1011,-11317.608
1012,-14243.146
1013,-13217.149
1014,-11489.472
1015,-14253.135
1016,-12893.414
1017,-13210.846
1018,-13241.038
1019,-13324.72
1020,-13290.573
1021,-14451.357
1022,-778.3064
1023,-13271.045
1024,-11984.325
1025,-14341.982
1026,-11296.256
1027,-12020.926
1028,-15326.63
1029,-14533.348
1030,-12588.864
1031,-11843.192
1032,-13260.709
1033,-14458.967
1034,-15254.889
1035,-11405.538
1036,-12244.93
1037,-13991.35
1038,-13298.861
1039,-13523.598
1040,-13151.706
1041,-15136.597
1042,-12449.165
1043,-13512.045
1044,-13370.924
1045,-14406.598
1046,-13281.562
1047,-12931.134
1048,-13169.678
1049,-10905.064
1050,-14569.284
1051,-14007.054
1052,-12943.743
1053,-12458.969
1054,-13185.1
1055,-12927.985
1056,-12878.26
1057,-13162.959
1058,-12769.8
1059,-13039.528
1060,-13360.994
1061,-13167.941
1062,-13118.305
1063,-13015.321
1064,-13044.839
1065,-13734.772
1066,-12846.227
1067,-10916.648
1068,-15300.259
1069,-14961.164
1070,-10965.818
1071,-12187.868
1072,-14197.544
1073,-12386.138
1074,-13880.611
1075,-14028.328
1076,-14301.411
1077,-14863.555
1078,-11987.529
1079,-14271.319
1080,-14260.739
1081,-14255.737
1082,-15405.615
1083,-13207.563
1084,-13235.038
1085,-13308.925
1086,-13065.373
1087,-13308.964
1088,-12977.046
1089,-12705.559
1090,-15085.8545
1091,-15149.422
1092,-14975.282
1093,-12468.582
1094,-13091.051
1095,-12645.163
1096,-12964.797
1097,-15150.956
1098,-13292.878
1099,-14443.633
1100,-11946.445
1101,-15431.986
1102,-12541.446
1103,-14924.748
1104,-11986.136
1105,-14356.766
1106,-13253.49
1107,-14619.129
1108,-15278.126
1109,-13276.479
1110,-12415.966
1111,-12994.13
1112,-14890.807
1113,-12228.343
1114,-13033.023
1115,-12925.517
1116,-13614.602
1117,-13450.668
1118,-14689.52
1119,-11895.0
1120,-12805.298
1121,-14766.874
1122,-12508.11
1123,-13595.75
1124,-13056.487
1125,-12485.406
1126,-14727.361
1127,-12399.866
1128,-11860.466
1129,-14216.316
1130,-14433.963
1131,-10819.444
1132,-12945.397
1133,-10809.453
1134,-13408.434
1135,-13217.693
1136,-13212.7295
1137,-14277.714
1138,-11074.946
1139,-11925.283
1140,-14545.065
1141,-12469.771
1142,-14287.766
1143,-13502.073
1144,-11954.276
1145,-11839.993
1146,-12246.684
1147,-13735.295
1148,-14139.709
1149,-13231.167
1150,-12557.132
1151,-14379.208
1152,-12411.349
1153,-13275.774
1154,-11790.524
1155,-13249.839
1156,-12459.796
1157,-14534.587
1158,-12992.799
1159,-14528.976
1160,-1302.0317
1161,-12106.955
1162,-14972.318
1163,-14246.719
1164,-13033.543
1165,-13061.605
1166,-12848.453
1167,-13127.642
1168,-12059.951
1169,-14246.063
1170,-12840.284
1171,9639.153
1172,-13590.717
1173,-13157.811
1174,3910.396
1175,-13246.962
1176,-15112.896
1177,-13921.135
1178,-14196.544
1179,-14304.145
1180,-13366.283
1181,-14954.301
1182,-12895.7295
1183,-12824.574
1184,-12864.288
1185,-15067.09
1186,-12041.127
1187,-11397.326
1188,-13267.168
1189,-11974.166
1190,-14935.54
1191,-14336.426
1192,-12097.409
1193,-12906.521
1194,-14466.541
1195,-12924.562
1196,-14270.434
1197,-12986.798
1198,-12519.647
1199,-13115.318
1200,-13298.367
1201,-14843.562
1202,-10917.674
1203,-14973.722
1204,-11924.241
1205,-12502.382
1206,-12257.165
1207,-13293.487
1208,-11288.001
1209,-13540.656
1210,-10920.336
1211,-11803.762
1212,-12380.675
1213,-13264.558
1214,-14472.744
1215,-14384.376
1216,-13265.252
1217,-13295.27
1218,-14756.701
1219,-12504.815
1220,-12168.701
1221,-12072.902
1222,-14222.456
1223,-13254.195
1224,-12757.296
1225,-12245.178
1226,-11336.1
1227,-13184.212
1228,-14502.037
1229,-15071.383
1230,-12326.794
1231,-14711.295
1232,-11787.1875
1233,-13370.175
1234,-11846.408
1235,-12306.087
1236,-13060.39
1237,-11931.193
1238,-12004.473
1239,-10988.89
1240,-13182.343
1241,-12755.234
1242,-14703.939
1243,-11379.132
1244,-15060.69
1245,-12910.577
1246,-12322.488
1247,-10863.988
1248,-13369.994
1249,-12288.618
1250,-10846.52
1251,-12970.482
1252,-13361.208
1253,-12629.534
1254,-12920.085
1255,-14146.767
1256,-12789.338
1257,-14496.82
1258,-11769.462
1259,-13085.975
1260,-12647.585
1261,-11794.085
1262,-14191.218
1263,-14692.918
1264,-15131.399
1265,-12942.296
1266,-11816.784
1267,-12948.97
1268,-12837.487
1269,-14821.109
1270,-12717.828
1271,503.2692
1272,-13121.155
1273,-11287.175
1274,-11787.845
1275,-14131.248
1276,-12775.607
1277,-11960.5
1278,-14475.733
1279,-14490.519
1280,-15088.534
1281,-11168.266
1282,-14384.846
1283,-12624.245
1284,-11826.29
1285,-14372.415
1286,-13132.289
1287,-11113.29
1288,-11157.26
1289,-12957.505
1290,-13157.489
1291,-13026.957
1292,-12311.102
1293,-14894.109
1294,-13774.1
1295,-14876.059
1296,-14624.779
1297,-12124.338
1298,-12673.842
1299,-13032.752
1300,-14211.704
1301,-11783.125
1302,-13066.199
1303,-14714.919
1304,-11192.026
1305,-12738.465
1306,-14632.494
1307,-14447.79
1308,-11102.799
1309,-13723.441
1310,-10887.759
1311,-14248.224
1312,-11786.67
1313,-14754.44
1314,-13667.246
1315,-12261.064
1316,-14341.348
1317,-12680.705
1318,-13323.491
1319,-13689.811
1320,-11971.812
1321,-14454.249
1322,-13852.368
1323,-11362.059
1324,-14885.803
1325,-13203.031
1326,-14191.381
1327,-11815.967
1328,-14363.964
1329,-14739.149
1330,-11878.985
1331,-12346.478
1332,-11870.456
1333,-13863.834
1334,-14344.856
1335,-11832.236
1336,-12855.489
1337,-12812.566
1338,-12851.873
1339,-13306.415
1340,-11807.948
1341,-14537.668
1342,-13033.638
1343,-14975.992
1344,-11897.081
1345,-12749.458
1346,-13742.855
1347,-12291.9375
1348,-13801.314
1349,-12590.373
1350,-13235.244
1351,-13087.38
1352,-12853.193
1353,-12727.706
1354,-14399.524
1355,-11906.066
1356,-12372.445
1357,-13039.515
1358,-14441.402
1359,-12978.25
1360,-10902.554
1361,-13479.089
1362,-12076.709
1363,-14490.069
1364,-14471.119
1365,-13048.217
1366,-14553.508
1367,-13360.679
1368,-15082.17
1369,-14279.228
1370,-12496.232
1371,-14147.02
1372,-13668.087
1373,-11754.974
1374,-11808.34
1375,-11881.016
1376,-13707.105
1377,-11118.945
1378,-13742.1455
1379,-12179.962
1380,-13583.333
1381,-12308.102
1382,-12162.005
1383,-13376.884
1384,-12840.58
1385,-13737.668
1386,-6040.992
1387,-14841.467
1388,-12133.354
1389,-14113.502
1390,-13179.874
1391,-11801.383
1392,-11914.183
1393,-12234.82
1394,-14459.59
1395,-12448.444
1396,-12673.805
1397,-14482.679
1398,-14823.444
1399,-14600.033
1400,-12218.272
1401,-14090.908
1402,-10329.523
1403,-13005.567
1404,2210.001
1405,-14253.506
1406,-14870.512
1407,-12436.725
1408,-11930.615
1409,-14089.744
1410,-11966.002
1411,-14466.447
1412,-12287.904
1413,-14921.028
1414,-12092.75
1415,-13758.819
1416,-14402.584
1417,-13721.914
1418,-13286.528
1419,-14829.973
1420,-14150.782
1421,-13002.586
1422,-12515.827
1423,-14811.961
1424,-11818.166
1425,-14601.071
1426,-12294.637
1427,-13594.166
1428,-13540.305
1429,-15188.387
1430,-13709.169
1431,-14545.445
1432,-12321.029
1433,-15222.766
1434,-14482.012
1435,-12855.766
1436,-11773.451
1437,-10902.009
1438,-13013.941
1439,-12264.171
1440,-14908.831
1441,-14458.004
1442,-13667.811
1443,-15123.004
1444,-14356.491
1445,-13713.776
1446,-14525.757
1447,-12944.153
1448,-11984.105
1449,-11125.603
1450,-14463.27
1451,-12079.792
1452,-13683.847
1453,-14860.256
1454,-14642.86
1455,-11811.757
1456,-12539.182
1457,-11753.942
1458,-12863.008
1459,-12737.369
1460,-12316.067
1461,-13486.089
1462,-12717.182
1463,-12662.711
1464,-13634.474
1465,-13631.641
1466,-13012.054
1467,-12103.523
1468,-14369.334
1469,-11832.542
1470,-12749.836
1471,-12872.847
1472,-12462.871
1473,-12461.14
1474,-11874.082
1475,-14877.134
1476,-12510.6875
1477,-12942.026
1478,-12340.361
1479,-13011.081
1480,-10849.287
1481,-12215.725
1482,-11805.768
1483,-12387.409
1484,-14398.259
1485,-14307.298
1486,-14679.751
1487,-12546.68
1488,-13541.78
1489,-11904.921
1490,-11796.189
1491,-13275.727
1492,-12351.101
1493,-12968.0205
1494,-13315.94
1495,-14818.738
1496,-13929.716
1497,-14521.085
1498,-11224.678
1499,-13195.449
1500,-12818.651
1501,-10926.234
1502,-12741.016
1503,-15091.603
1504,-12575.508
1505,-13829.716
1506,-12474.417
1507,-14424.661
1508,-12839.701
1509,-12535.724
1510,-11829.609
1511,-15259.424
1512,-12455.1875
1513,-12949.787
1514,-12437.103
1515,-11787.58
1516,-12410.1455
1517,-14960.494
1518,-10907.614
1519,-12801.149
1520,-14492.803
1521,-12947.307
1522,-3702.3616
1523,-14447.98
1524,-13049.69
1525,-13053.045
1526,-12957.262
1527,1493.0138
1528,-14962.916
1529,-14666.327
1530,-13775.942
1531,-12457.4795
1532,-12312.391
1533,-12812.269
1534,-11939.605
1535,-12339.3
1536,-13975.039
1537,-14095.823
1538,-12222.595
1539,-13155.684
1540,-11832.102
1541,-12791.826
1542,-13144.071
1543,-11796.118
1544,-13250.906
1545,-12803.697
1546,-12600.199
1547,-8125.483
1548,-13679.98
1549,-12570.272
1550,-11053.602
1551,-13645.009
1552,-13118.341
1553,-13043.508
1554,-13587.329
1555,-14536.091
1556,-13540.66
1557,-13028.562
1558,-13564.663
1559,-14944.551
1560,-12135.858
1561,-13987.722
1562,-12918.014
1563,-12872.409
1564,-13089.533
1565,-12782.8125
1566,-14665.917
1567,-13190.068
1568,-14833.437
1569,-11942.972
1570,-12923.123
1571,-11290.628
1572,-14277.941
1573,-14410.922
1574,-12148.217
1575,-13166.573
1576,-14543.948
1577,-13870.787
1578,-12667.193
1579,-14755.928
1580,-14977.029
1581,-13135.539
1582,-13685.878
1583,-14885.093
1584,-14743.447
1585,-14253.061
1586,-14429.024
1587,-12391.256
1588,-15329.262
1589,-12478.737
1590,-12448.153
1591,-13042.932
1592,-12859.598
1593,5509.2026
1594,-14879.045
1595,-12792.271
1596,-13265.762
1597,-13977.717
1598,-11918.999
1599,-12090.211
1600,-11903.155
1601,-12862.477
1602,-13237.351
1603,-12693.4
1604,-12578.2295
1605,-12097.407
1606,-14344.538
1607,-12821.736
1608,-12489.269
1609,-13091.905
1610,-12814.717
1611,-12423.564
1612,-15271.721
1613,-13916.727
1614,-15124.753
1615,-11265.172
1616,-14833.118
1617,-12758.15
1618,-11854.465
1619,-12778.598
1620,-13704.859
1621,-13167.688
1622,-12450.505
1623,-12973.582
1624,-11947.105
1625,-11889.758
1626,-11874.3125
1627,-13010.255
1628,-12996.008
1629,-15161.598
1630,-12737.351
1631,-13935.173
1632,-12234.33
1633,-12837.209
1634,-14367.267
1635,-11113.404
1636,-14470.76
1637,-12412.199
1638,-13016.418
1639,-11837.119
